LSOA11CD,crime_count,hotspot_5,hotspot_10,hotspot_15,hotspot_20,imd_score,imd_decile,ptal_score,pop_density,road_density,node_density
E01001270,251.0,0.0,0.0,0.0,0.0,15.651,6,3.36559,6252.2,37635.0,862.0
E01001271,353.0,0.0,0.0,0.0,0.0,16.877,6,6.9661,5662.0,43652.0,1186.0
E01001272,462.0,0.0,0.0,0.0,0.0,19.058,5,14.6829,3138.6,37090.0,1201.0
E01001273,281.0,0.0,0.0,0.0,0.0,9.462,8,9.99397,4307.0,27383.0,584.0
E01001274,164.0,0.0,0.0,0.0,0.0,8.494,9,8.73261,6009.0,39642.0,867.0
E01001275,348.0,0.0,0.0,0.0,0.0,19.035,5,18.8954,5156.1,26105.0,827.0
E01001276,602.0,0.0,0.0,0.0,1.0,20.56,5,6.17392,4933.4,30043.0,976.0
E01001277,620.0,0.0,0.0,0.0,1.0,17.535,6,12.7076,3762.9,51650.0,1819.0
E01001278,916.0,0.0,1.0,1.0,1.0,23.769,4,17.0625,4595.8,42137.0,1471.0
E01001279,157.0,0.0,0.0,0.0,0.0,7.15,9,6.53397,5901.9,25311.0,513.0
E01001280,237.0,0.0,0.0,0.0,0.0,13.686,7,8.94619,4888.3,,
E01001281,170.0,0.0,0.0,0.0,0.0,7.459,9,5.89419,5464.0,33953.0,868.0
E01001282,160.0,0.0,0.0,0.0,0.0,35.01,2,8.6282,10771.8,39120.0,819.0
E01001283,390.0,0.0,0.0,0.0,0.0,40.085,2,12.9575,6834.2,56079.0,1128.0
E01001284,224.0,0.0,0.0,0.0,0.0,15.752,6,7.34406,3637.1,27250.0,525.0
E01001285,410.0,0.0,0.0,0.0,0.0,23.184,4,7.67392,8297.4,37030.0,527.0
E01001286,220.0,0.0,0.0,0.0,0.0,23.532,4,6.75251,7810.0,42321.0,1006.0
E01001287,143.0,0.0,0.0,0.0,0.0,31.223,3,5.17745,17548.8,28433.0,666.0
E01001288,244.0,0.0,0.0,0.0,0.0,16.018,6,8.26332,8536.7,36114.0,533.0
E01001289,150.0,0.0,0.0,0.0,0.0,15.526,6,8.6852,10661.9,41885.0,596.0
E01001290,314.0,0.0,0.0,0.0,0.0,12.68,7,5.79316,4044.2,34058.0,1371.0
E01001291,268.0,0.0,0.0,0.0,0.0,19.365,5,8.70156,10633.7,43801.0,628.0
E01001292,235.0,0.0,0.0,0.0,0.0,13.864,7,7.31996,8986.1,31425.0,554.0
E01001293,250.0,0.0,0.0,0.0,0.0,17.362,6,5.52276,12530.9,43324.0,568.0
E01001294,319.0,0.0,0.0,0.0,0.0,22.485,4,5.55236,6831.6,32175.0,498.0
E01001295,214.0,0.0,0.0,0.0,0.0,17.222,6,5.83494,11218.8,36486.0,673.0
E01001296,172.0,0.0,0.0,0.0,0.0,22.011,4,6.06176,9096.1,33725.0,790.0
E01001297,357.0,0.0,0.0,0.0,0.0,23.36,4,5.43935,7332.3,33686.0,1033.0
E01001298,331.0,0.0,0.0,0.0,0.0,27.974,3,7.63031,12029.6,36149.0,694.0
E01001299,226.0,0.0,0.0,0.0,0.0,8.007,9,9.2001,7694.0,68077.0,1299.0
E01001300,188.0,0.0,0.0,0.0,0.0,8.87,8,13.2409,11736.9,53934.0,936.0
E01001301,339.0,0.0,0.0,0.0,0.0,20.032,5,8.74339,7508.0,52829.0,2297.0
E01001302,216.0,0.0,0.0,0.0,0.0,11.697,7,11.1281,4755.1,33613.0,1102.0
E01001303,319.0,0.0,0.0,0.0,0.0,9.914,8,12.4175,10734.3,36326.0,918.0
E01001304,235.0,0.0,0.0,0.0,0.0,14.074,7,9.87991,14330.2,34599.0,749.0
E01001305,172.0,0.0,0.0,0.0,0.0,7.673,9,7.02562,11466.5,132109.0,2297.0
E01001306,130.0,0.0,0.0,0.0,0.0,8.308,9,9.20336,10657.6,96517.0,2011.0
E01001307,315.0,0.0,0.0,0.0,0.0,11.103,8,2.71695,3289.1,30076.0,888.0
E01001308,240.0,0.0,0.0,0.0,0.0,11.391,7,4.37092,1746.4,24535.0,838.0
E01001309,285.0,0.0,0.0,0.0,0.0,15.083,6,4.05564,5558.2,33848.0,762.0
E01001310,317.0,0.0,0.0,0.0,0.0,18.59,5,6.85308,8981.1,30662.0,958.0
E01001311,331.0,0.0,0.0,0.0,0.0,28.942,3,6.10874,7834.5,47732.0,1747.0
E01001312,271.0,0.0,0.0,0.0,0.0,16.657,6,11.9273,9604.7,41495.0,1098.0
E01001313,168.0,0.0,0.0,0.0,0.0,13.693,7,7.06644,9965.3,44842.0,963.0
E01001314,215.0,0.0,0.0,0.0,0.0,10.954,8,4.14117,5203.0,39793.0,965.0
E01001315,189.0,0.0,0.0,0.0,0.0,18.255,5,7.7952,8917.9,42933.0,1268.0
E01001316,304.0,0.0,0.0,0.0,0.0,31.82,3,9.92037,9535.9,53452.0,2066.0
E01001317,356.0,0.0,0.0,0.0,0.0,26.465,4,6.90337,6456.5,28144.0,762.0
E01001318,399.0,0.0,0.0,0.0,0.0,36.013,2,10.7324,7658.2,41082.0,811.0
E01001319,181.0,0.0,0.0,0.0,0.0,18.036,5,10.536,11072.2,47940.0,992.0
E01001320,306.0,0.0,0.0,0.0,0.0,41.628,2,1.14032,3543.7,30702.0,590.0
E01001321,394.0,0.0,0.0,0.0,0.0,26.07,4,7.9491,6826.5,33800.0,1203.0
E01001322,493.0,0.0,0.0,0.0,0.0,23.866,4,10.0203,3800.0,37935.0,956.0
E01001323,704.0,0.0,0.0,1.0,1.0,23.054,4,14.4146,5952.7,43652.0,1824.0
E01001324,334.0,0.0,0.0,0.0,0.0,33.507,2,6.31855,5256.0,45045.0,1322.0
E01001325,339.0,0.0,0.0,0.0,0.0,26.632,3,1.6983,2084.1,11864.0,217.0
E01001326,582.0,0.0,0.0,0.0,1.0,33.051,3,1.3623,2648.3,26523.0,788.0
E01001327,559.0,0.0,0.0,0.0,0.0,30.832,3,6.8946,6817.7,48957.0,2037.0
E01001328,646.0,0.0,0.0,1.0,1.0,33.629,2,6.96882,4753.6,42738.0,1582.0
E01001329,257.0,0.0,0.0,0.0,0.0,24.129,4,4.09514,6502.2,30535.0,917.0
E01001330,499.0,0.0,0.0,0.0,0.0,42.882,2,6.55277,6258.0,46156.0,1571.0
E01001331,316.0,0.0,0.0,0.0,0.0,37.261,2,6.28616,12612.4,55269.0,1198.0
E01001332,347.0,0.0,0.0,0.0,0.0,39.944,2,7.33593,11618.1,61627.0,2226.0
E01001333,790.0,0.0,1.0,1.0,1.0,39.653,2,11.5261,8857.3,37907.0,1200.0
E01001334,314.0,0.0,0.0,0.0,0.0,41.199,2,4.94345,10484.3,25939.0,489.0
E01001335,322.0,0.0,0.0,0.0,0.0,20.851,5,1.55448,3667.5,19586.0,395.0
E01001336,312.0,0.0,0.0,0.0,0.0,24.895,4,3.76878,7268.1,27265.0,910.0
E01001337,772.0,0.0,0.0,1.0,1.0,35.728,2,3.47932,1743.5,28737.0,899.0
E01001338,510.0,0.0,0.0,0.0,0.0,27.178,3,5.79925,3413.2,29499.0,968.0
E01001339,468.0,0.0,0.0,0.0,0.0,35.644,2,2.0779,3007.9,27154.0,889.0
E01001340,1379.0,1.0,1.0,1.0,1.0,38.035,2,4.40091,12851.3,52834.0,2048.0
E01001341,243.0,0.0,0.0,0.0,0.0,12.828,7,3.12931,7818.5,45029.0,721.0
E01001342,207.0,0.0,0.0,0.0,0.0,14.813,6,4.0642,9984.2,56567.0,1205.0
E01001343,231.0,0.0,0.0,0.0,0.0,15.378,6,4.17243,4991.3,34775.0,652.0
E01001344,512.0,0.0,0.0,0.0,0.0,18.422,5,9.27271,4738.1,45033.0,982.0
E01001345,226.0,0.0,0.0,0.0,0.0,17.505,6,4.40317,9707.3,30409.0,644.0
E01001346,219.0,0.0,0.0,0.0,0.0,12.0,7,7.01963,8508.0,53882.0,772.0
E01001347,953.0,0.0,1.0,1.0,1.0,18.682,5,4.07255,2932.8,24289.0,771.0
E01001348,659.0,0.0,0.0,1.0,1.0,19.431,5,10.9236,4064.2,44476.0,1578.0
E01001349,339.0,0.0,0.0,0.0,0.0,33.598,2,8.29634,2073.8,29304.0,1142.0
E01001350,183.0,0.0,0.0,0.0,0.0,16.166,6,11.7325,4824.0,30905.0,418.0
E01001351,1176.0,1.0,1.0,1.0,1.0,28.006,3,19.5928,10164.9,94600.0,5031.0
E01001352,404.0,0.0,0.0,0.0,0.0,15.249,6,18.863,9893.8,34766.0,810.0
E01001353,265.0,0.0,0.0,0.0,0.0,23.368,4,18.2015,7234.2,,
E01001354,866.0,0.0,1.0,1.0,1.0,22.226,4,20.0663,7600.7,31567.0,1256.0
E01001355,526.0,0.0,0.0,0.0,0.0,24.463,4,14.0272,13376.6,54231.0,1615.0
E01001356,385.0,0.0,0.0,0.0,0.0,45.936,1,16.5029,17861.4,66882.0,2693.0
E01001357,354.0,0.0,0.0,0.0,0.0,41.995,2,10.0101,24708.0,62457.0,1668.0
E01001358,353.0,0.0,0.0,0.0,0.0,45.789,1,13.3212,7671.5,43321.0,1658.0
E01001359,683.0,0.0,0.0,1.0,1.0,24.895,4,8.32297,18540.3,46319.0,503.0
E01001360,325.0,0.0,0.0,0.0,0.0,29.132,3,15.3754,15750.9,29661.0,1028.0
E01001361,2380.0,1.0,1.0,1.0,1.0,34.209,2,15.907,5879.6,31553.0,1185.0
E01001362,755.0,0.0,0.0,1.0,1.0,29.18,3,11.7676,10758.5,29666.0,1175.0
E01001363,268.0,0.0,0.0,0.0,0.0,26.151,4,6.80424,14737.6,50795.0,661.0
E01001364,389.0,0.0,0.0,0.0,0.0,42.16,2,4.90491,15450.7,45335.0,974.0
E01001365,397.0,0.0,0.0,0.0,0.0,28.015,3,1.96248,5555.1,28959.0,873.0
E01001366,366.0,0.0,0.0,0.0,0.0,28.541,3,5.22467,12030.5,33236.0,585.0
E01001367,972.0,0.0,1.0,1.0,1.0,30.306,3,14.3203,13323.5,46387.0,1570.0
E01001368,328.0,0.0,0.0,0.0,0.0,28.942,3,6.58663,13706.3,47741.0,1040.0
E01001369,424.0,0.0,0.0,0.0,0.0,24.898,4,10.4996,13750.8,35312.0,816.0
E01001370,415.0,0.0,0.0,0.0,0.0,25.905,4,4.14536,4843.9,30521.0,708.0
E01001371,512.0,0.0,0.0,0.0,0.0,27.142,3,6.87915,11402.5,44985.0,1038.0
E01001372,426.0,0.0,0.0,0.0,0.0,31.007,3,7.11601,19883.4,45212.0,1098.0
E01001373,401.0,0.0,0.0,0.0,0.0,26.285,4,9.24759,13546.3,35918.0,676.0
E01001374,179.0,0.0,0.0,0.0,0.0,11.21,8,7.19784,14984.6,60044.0,1375.0
E01001375,209.0,0.0,0.0,0.0,0.0,5.53,10,7.88778,12259.9,61146.0,1114.0
E01001376,298.0,0.0,0.0,0.0,0.0,23.916,4,6.40356,10977.5,54668.0,1662.0
E01001377,210.0,0.0,0.0,0.0,0.0,8.237,9,13.3374,8599.2,48536.0,787.0
E01001379,157.0,0.0,0.0,0.0,0.0,6.511,9,8.07519,13033.0,44470.0,710.0
E01001380,251.0,0.0,0.0,0.0,0.0,12.501,7,12.2946,13132.1,34675.0,1094.0
E01001381,734.0,0.0,0.0,1.0,1.0,18.031,5,9.9014,6576.7,41751.0,1685.0
E01001382,164.0,0.0,0.0,0.0,0.0,8.388,9,9.00221,7259.8,37059.0,795.0
E01001383,156.0,0.0,0.0,0.0,0.0,11.57,7,8.34792,15168.5,99332.0,1843.0
E01001384,292.0,0.0,0.0,0.0,0.0,9.84,8,11.5707,16051.4,102472.0,1512.0
E01001385,229.0,0.0,0.0,0.0,0.0,8.565,9,11.0812,10474.4,61893.0,969.0
E01001386,348.0,0.0,0.0,0.0,0.0,9.924,8,10.2136,5828.2,41709.0,1334.0
E01001387,504.0,0.0,0.0,0.0,0.0,16.451,6,16.6774,6105.8,46493.0,1896.0
E01001388,545.0,0.0,0.0,0.0,0.0,34.821,2,19.7149,8113.4,41025.0,1588.0
E01001389,906.0,0.0,1.0,1.0,1.0,21.071,5,15.5369,13096.8,96575.0,2085.0
E01001390,218.0,0.0,0.0,0.0,0.0,10.543,8,22.0523,11829.4,38872.0,637.0
E01001391,310.0,0.0,0.0,0.0,0.0,25.639,4,11.9268,13441.5,44794.0,453.0
E01001392,222.0,0.0,0.0,0.0,0.0,10.702,8,15.6239,11640.7,43439.0,1127.0
E01001393,313.0,0.0,0.0,0.0,0.0,19.095,5,15.7885,10974.9,44920.0,799.0
E01001394,440.0,0.0,0.0,0.0,0.0,26.964,3,11.4705,11583.5,37119.0,940.0
E01001395,337.0,0.0,0.0,0.0,0.0,35.279,2,2.87649,6809.8,43413.0,1389.0
E01001396,267.0,0.0,0.0,0.0,0.0,19.048,5,11.9094,9865.0,41867.0,332.0
E01001397,484.0,0.0,0.0,0.0,0.0,24.623,4,7.4498,7239.9,47306.0,1299.0
E01001398,304.0,0.0,0.0,0.0,0.0,9.217,8,8.65624,7671.6,31202.0,284.0
E01001399,223.0,0.0,0.0,0.0,0.0,11.221,8,7.35201,6106.3,59665.0,1254.0
E01001400,261.0,0.0,0.0,0.0,0.0,10.379,8,7.77059,6402.8,40998.0,402.0
E01001401,141.0,0.0,0.0,0.0,0.0,12.406,7,8.2105,9416.9,43751.0,827.0
E01001402,305.0,0.0,0.0,0.0,0.0,8.991,8,6.76976,5277.9,30617.0,748.0
E01001403,286.0,0.0,0.0,0.0,0.0,15.86,6,5.44121,4605.6,48086.0,1464.0
E01001404,247.0,0.0,0.0,0.0,0.0,19.168,5,1.38797,2863.2,35320.0,743.0
E01001405,280.0,0.0,0.0,0.0,0.0,12.081,7,8.7394,6540.8,27471.0,515.0
E01001406,562.0,0.0,0.0,0.0,0.0,24.464,4,8.22871,8123.5,45138.0,853.0
E01001407,385.0,0.0,0.0,0.0,0.0,18.518,5,1.17166,1543.9,29960.0,1091.0
E01001408,365.0,0.0,0.0,0.0,0.0,16.678,6,9.04163,11469.8,47182.0,865.0
E01001409,379.0,0.0,0.0,0.0,0.0,34.902,2,3.28459,10779.0,71864.0,2581.0
E01001410,524.0,0.0,0.0,0.0,0.0,45.507,1,1.52191,13752.4,57256.0,797.0
E01001411,427.0,0.0,0.0,0.0,0.0,13.411,7,5.30008,10236.7,46286.0,1117.0
E01001412,706.0,0.0,0.0,1.0,1.0,28.35,3,0.567043,122.6,9911.0,402.0
E01001413,210.0,0.0,0.0,0.0,0.0,7.768,9,2.48798,3200.9,35138.0,935.0
E01001414,343.0,0.0,0.0,0.0,0.0,42.821,2,3.94336,4241.9,36766.0,2114.0
E01001415,723.0,0.0,0.0,1.0,1.0,15.471,6,7.82283,1894.0,37620.0,1284.0
E01001416,193.0,0.0,0.0,0.0,0.0,7.674,9,6.84386,5322.2,40615.0,1780.0
E01001417,353.0,0.0,0.0,0.0,0.0,8.251,9,0.982582,331.0,14511.0,660.0
E01001418,352.0,0.0,0.0,0.0,0.0,21.09,5,9.09324,2806.9,34807.0,1314.0
E01001419,449.0,0.0,0.0,0.0,0.0,15.206,6,11.7099,2959.5,35129.0,1257.0
E01001420,296.0,0.0,0.0,0.0,0.0,26.371,4,4.87497,5011.2,28297.0,692.0
E01001421,201.0,0.0,0.0,0.0,0.0,26.74,3,6.27626,8641.5,36520.0,927.0
E01001422,174.0,0.0,0.0,0.0,0.0,7.863,9,1.58118,1146.0,13361.0,625.0
E01001423,421.0,0.0,0.0,0.0,0.0,31.815,3,12.8801,9029.7,38121.0,1267.0
E01001424,219.0,0.0,0.0,0.0,0.0,45.659,1,21.2573,17089.1,73845.0,3203.0
E01001425,906.0,0.0,1.0,1.0,1.0,48.205,1,17.237,5027.3,50220.0,3016.0
E01001426,573.0,0.0,0.0,0.0,1.0,41.035,2,7.94062,5909.8,28140.0,802.0
E01001427,1083.0,1.0,1.0,1.0,1.0,42.558,2,2.87703,1293.1,37426.0,1452.0
E01001428,424.0,0.0,0.0,0.0,0.0,38.085,2,8.04777,10953.6,42676.0,1088.0
E01001429,2764.0,1.0,1.0,1.0,1.0,46.391,1,22.6282,9564.5,49498.0,1687.0
E01001430,406.0,0.0,0.0,0.0,0.0,42.061,2,19.3486,17234.6,35973.0,897.0
E01001431,444.0,0.0,0.0,0.0,0.0,43.347,2,6.33529,13151.7,56854.0,1739.0
E01001432,713.0,0.0,0.0,1.0,1.0,39.635,2,14.7528,12170.8,63315.0,1755.0
E01001433,502.0,0.0,0.0,0.0,0.0,36.086,2,5.31403,5448.6,41813.0,1195.0
E01001434,381.0,0.0,0.0,0.0,0.0,28.191,3,3.48845,9014.2,51059.0,465.0
E01001435,241.0,0.0,0.0,0.0,0.0,26.237,4,5.15217,9631.7,32782.0,531.0
E01001436,423.0,0.0,0.0,0.0,0.0,28.56,3,4.71077,9887.5,37904.0,666.0
E01001437,941.0,0.0,1.0,1.0,1.0,38.766,2,1.97324,861.4,19493.0,674.0
E01001438,529.0,0.0,0.0,0.0,0.0,34.949,2,7.039,6053.5,46364.0,1478.0
E01001439,973.0,0.0,1.0,1.0,1.0,35.255,2,7.97897,10147.6,40992.0,716.0
E01001440,457.0,0.0,0.0,0.0,0.0,30.551,3,7.76851,5330.6,43084.0,2507.0
E01001441,563.0,0.0,0.0,0.0,0.0,37.103,2,5.27178,4945.9,25803.0,689.0
E01001442,514.0,0.0,0.0,0.0,0.0,44.482,1,8.96896,15047.8,40308.0,712.0
E01001444,463.0,0.0,0.0,0.0,0.0,22.75,4,6.07616,5495.4,28733.0,674.0
E01001445,833.0,0.0,1.0,1.0,1.0,29.846,3,3.27794,1978.5,29421.0,1575.0
E01001446,318.0,0.0,0.0,0.0,0.0,27.924,3,7.56173,10282.2,32138.0,547.0
E01001447,539.0,0.0,0.0,0.0,0.0,42.79,2,6.99831,10669.9,37384.0,1036.0
E01001448,433.0,0.0,0.0,0.0,0.0,30.162,3,7.98339,12600.1,36867.0,559.0
E01001449,329.0,0.0,0.0,0.0,0.0,29.422,3,7.15805,6976.6,32958.0,551.0
E01001450,1726.0,1.0,1.0,1.0,1.0,21.426,5,16.3938,6647.1,32846.0,1371.0
E01001451,432.0,0.0,0.0,0.0,0.0,16.806,6,8.44367,2688.8,28916.0,1330.0
E01001452,129.0,0.0,0.0,0.0,0.0,11.358,7,3.50152,2150.0,25686.0,888.0
E01001453,156.0,0.0,0.0,0.0,0.0,6.185,9,5.34408,3230.8,22367.0,565.0
E01001454,197.0,0.0,0.0,0.0,0.0,9.141,8,7.6884,4396.5,27618.0,416.0
E01001455,229.0,0.0,0.0,0.0,0.0,11.174,8,5.50234,6117.6,50802.0,2156.0
E01001456,184.0,0.0,0.0,0.0,0.0,5.686,10,8.25406,5242.2,35664.0,1013.0
E01001457,273.0,0.0,0.0,0.0,0.0,13.891,7,14.2864,6831.2,31740.0,1622.0
E01001458,499.0,0.0,0.0,0.0,0.0,40.254,2,10.5278,10976.1,89734.0,3491.0
E01001459,353.0,0.0,0.0,0.0,0.0,23.802,4,5.01113,7940.9,29031.0,590.0
E01001460,515.0,0.0,0.0,0.0,0.0,38.272,2,17.6689,17234.9,56302.0,1965.0
E01001461,532.0,0.0,0.0,0.0,0.0,40.049,2,5.73127,5447.6,24470.0,746.0
E01001462,327.0,0.0,0.0,0.0,0.0,35.063,2,8.25871,13336.4,40576.0,821.0
E01001463,226.0,0.0,0.0,0.0,0.0,22.651,4,5.47216,5958.7,17009.0,148.0
E01001464,266.0,0.0,0.0,0.0,0.0,38.337,2,4.29331,6519.6,41200.0,926.0
E01001465,486.0,0.0,0.0,0.0,0.0,24.442,4,6.53176,6837.5,43449.0,1131.0
E01001466,344.0,0.0,0.0,0.0,0.0,28.341,3,9.78184,20202.4,43608.0,1405.0
E01001467,285.0,0.0,0.0,0.0,0.0,26.454,4,8.5854,18965.8,32969.0,338.0
E01001468,995.0,0.0,1.0,1.0,1.0,29.819,3,4.64574,1805.2,25774.0,1472.0
E01001469,220.0,0.0,0.0,0.0,0.0,23.277,4,8.29827,7863.8,32816.0,1009.0
E01001470,286.0,0.0,0.0,0.0,0.0,10.556,8,2.17007,869.5,13000.0,424.0
E01001471,306.0,0.0,0.0,0.0,0.0,17.36,6,4.387,5227.4,32286.0,1647.0
E01001472,258.0,0.0,0.0,0.0,0.0,13.774,7,10.9356,6596.2,31506.0,897.0
E01001473,209.0,0.0,0.0,0.0,0.0,15.973,6,3.26282,1894.1,22072.0,883.0
E01001474,227.0,0.0,0.0,0.0,0.0,13.064,7,7.25554,4918.4,32745.0,1211.0
E01001475,164.0,0.0,0.0,0.0,0.0,7.273,9,5.90111,5340.6,26724.0,1166.0
E01001476,431.0,0.0,0.0,0.0,0.0,28.029,3,7.52983,8655.5,52645.0,1253.0
E01001477,405.0,0.0,0.0,0.0,0.0,34.984,2,2.05333,2933.8,17367.0,383.0
E01001478,257.0,0.0,0.0,0.0,0.0,25.908,4,3.89408,5218.8,32006.0,774.0
E01001479,539.0,0.0,0.0,0.0,0.0,33.274,2,6.5805,7327.3,38272.0,995.0
E01001480,327.0,0.0,0.0,0.0,0.0,30.603,3,4.34252,8048.7,39869.0,758.0
E01001481,286.0,0.0,0.0,0.0,0.0,26.529,4,3.89618,10447.9,57442.0,857.0
E01001482,335.0,0.0,0.0,0.0,0.0,38.527,2,4.53853,10895.2,38431.0,722.0
